sqft,price
1721,3303.6339855259803
1950,4637.143400865406
1882,4015.9519241859016
1440,2721.3959501498157
1249,2659.469811833887
1533,3181.1668943001096
809,1571.9694283161305
1004,2243.335628006871
1172,2313.0754980314982
1152,2582.483333597642
980,2241.8942196279027
1580,3832.955481806084
1926,3667.199878512791
762,1625.3240180884477
1806,3714.92770919876
1016,1805.0601176291618
922,1626.5688859188674
1371,2491.1223927534147
1934,4312.057191795074
1612,3129.7042895542236
654,1007.3352080328555
1012,2241.420125940404
1326,2589.754038402378
759,1667.130638744111
1022,2294.75785235487
1531,3187.2890185339984
1155,2424.3277082957566
1767,3688.481449221797
1693,3682.2180578840644
1368,2626.493594898907
1563,3357.8529354597104
1846,3579.332947691416
1319,2669.4884664084684
1725,3639.948490030661
1393,2658.725923210503
1797,3754.1188144998855
1905,3730.0228107634707
1278,2293.350853045001
720,1634.8932364218606
1445,3202.4431224726886
762,1536.720063047171
1560,2774.2464854159593
1742,3478.6171949653635
993,2094.9721591933417
1823,3691.6877101061746
1219,2050.123462624014
1956,4036.073091691053
944,1375.6684242557753
1514,2676.1758373534717
1027,2117.621153641537
1197,2191.295068378328
1109,2356.918011062782
896,2571.1406291816065
1822,3365.965819103961
1337,2794.6396283065296
1329,2130.214565473585
803,1653.250442836208
656,1431.914700830497
1859,3597.1237466078296
1700,3189.092624958609
1673,3038.2911050797743
800,1934.7812981384252
856,1912.7100366678078
1254,2330.1509632784114
1605,3662.7789627723314
1979,3873.179735752651
671,1107.577739323626
1025,1771.169836778684
1471,2903.1758280332087
1876,3862.772708643745
1578,2691.808864897695
807,1389.1295466044542
764,1662.1012216723664
1363,2756.185222219747
1036,1951.063510749595
1585,2719.3224536503635
1353,2578.0765735560635
768,1648.1178302443482
871,2115.019109134273
1123,2833.811337588755
1824,3589.616904953126
1611,3623.882049951766
779,1485.7900474259618
1768,3808.7078238667837
1503,3222.30479263788
1971,4052.1054018743584
1905,3822.2388788329977
1377,1950.8746662290314
1069,2039.8711651849562
1680,3062.013247279908
1024,2119.644208916396
1185,2973.8406096365707
1266,2839.4156313345293
1503,2890.3707344676377
1018,1558.2012304181037
1539,3407.551268737458
1387,2381.752186730398
1322,2367.986298905297
902,1660.8738996797908
1517,3497.239149874107
1958,3410.890277523653
1837,4238.751787330328
1987,3301.2380338834932
1680,3231.9764595427655
1532,3424.0347067835214
1081,2344.354363713259
940,1463.8553690073293
1719,3367.7124368096115
1754,3306.600230495306
772,1539.264480170829
1145,2524.7276081823206
898,2077.4347142992815
1103,1646.4769803838344
879,1870.5451583728823
1696,3571.349153806223
1150,2519.1033837226746
1683,3847.0382626442756
1571,3444.9816981719514
1969,3726.143646387845
1447,3086.4624651021495
1215,2583.890568362834
1904,3536.871485911998
1649,3166.4238590709833
1022,1917.5986851223997
1349,2344.839493818945
1039,2008.723370029263
763,1556.1933664456676
819,1754.650672559907
1160,2048.9250348977293
1435,2521.702950356832
1239,1838.682630451232
1207,2249.8987328038925
1657,3113.3610442891163
1995,3517.850062564686
703,1135.5409844003366
914,2001.5184861017055
696,1434.4617181460374
952,1740.5973127429443
1205,2212.4440735655567
1702,3602.6977895673413
1936,4153.582383686714
1959,3547.556292974537
1919,4411.800331145103
1486,2984.1661059847384
910,1869.2719928980894
1832,4142.735916164281
1342,2628.6421191174177
923,1691.1181621715023
1205,2458.733768330345
1394,3253.3643362582316
1321,2162.3874187785377
1995,3919.9494146788034
695,843.3364884865255
1004,1886.2908897209602
1866,3620.9094825497586
1137,2367.465888048304
856,1268.2575163532636
1844,3174.3492830804817
1102,2029.8390118844284
1399,3075.501694438148
1111,1995.0568964244842
1594,3604.328035178447
1838,3920.4279931880455
1755,3218.8959182943827
936,2077.0082859687977
1574,3431.61332343405
1172,2735.738366336586
1769,3984.251906148127
959,2110.145041567719
1886,3958.9509485783988
1990,3953.3989498465503
1926,4034.189692145107
994,1819.051393263627
1405,2997.8068344443245
1775,3497.546097905778
1997,4205.602841972715
1089,1890.4157213827305
1182,2601.144902218039
1332,2941.722879340931
1962,4227.536744562012
732,1734.7675700656912
794,1372.0522862554146
748,1342.5158963613821
868,1800.0493856821743
1182,2859.488328795081
1337,2128.757041164412
702,1022.952131965661
1135,2102.2536460461833
1604,2794.9042999561507
1003,2415.9064186031383
698,614.5525143546972
889,2001.2392423502642
1636,3313.685204508365
1630,3710.6575184750727
1643,3428.359975162186
1103,2491.9879748722446
1595,3054.5797763221044
1581,3584.0617157445813
808,2334.637939915325
1455,2614.1440060399646
1597,3531.9154076510313
1895,3853.9738420370427
742,1663.921664666765
705,1338.9525845851933
840,1143.2640173634177
1745,3076.865147732914
1722,3602.2984726150553
827,2087.35235341903
677,1168.6201314984094
784,1236.4629175796915
1032,2026.2506398200057
1818,3598.447923680408
1962,3904.960758442195
699,1531.8806458896006
833,1964.424302098209
791,1689.6447014917453
1118,2774.2324693553273
788,1730.2403572983371
1181,2692.5646613791064
1874,3827.2687319736665
1173,2531.268503998342
918,1667.48693874406
1790,3338.2844163191926
1076,2147.903631356267
1218,2511.4368148130006
1681,3567.3873741685247
1363,2957.5761189825826
1003,2385.163683826014
1765,3260.342917294008
1731,2910.06770987011
679,1433.5774552677103
978,1415.759470278145
813,1374.1868129788359
1991,4099.432203697958
1120,2689.1963888958308
900,1841.258929370484
1969,4039.4347368305953
1909,4090.904223014348
890,2036.6301895932445
827,1071.583936150496
1044,1571.7719392882086
1034,2004.3632390541084
1105,2293.864337829013
1587,2877.003706713141
1119,2097.5940868772027
1382,2449.212141238607
1874,4243.692934969081
815,1557.1491894318578
1789,3628.6059026045477
1377,2782.2211970348094
885,2034.8420446685502
1702,3641.6062088617837
947,2001.472156509384
1577,3512.1527833993487
1648,3119.5540023603135
1781,3732.583029093747
1492,2174.1131777490446
1374,2730.8223404924693
728,1734.8120416276106
817,2314.68546402744
671,1006.1966828178163
1876,3962.40275427618
1141,1962.5077090875484
1570,3184.95746580166
1852,3789.0354844156577
1934,4450.376881980886
1996,3878.4288430793763
1841,3598.458110030034
1670,2868.776154198396
862,1300.3228343187388
835,2092.130317929161
990,2170.75409274235
848,1540.5444331944896
1540,3189.3741973087235
1942,4022.5042404760056
1113,1934.7112413895472
1667,2849.9402519563096
933,1845.48693852469
1162,2415.916816083565
1544,3147.8720655845796
1456,3009.6781677504973
1381,2897.557633310724
1844,3893.2921369388646
1450,3221.728139548935
738,957.8574592034681
1425,3409.3937298172204
1359,3333.40124877278
690,1064.2279944291106
935,2306.9556959953197
1117,1496.7633168491936
949,2161.4128285504316
1458,3045.226842454422
1153,2693.309280622349
1892,3295.0762779619495
682,944.2326759229944
1599,3325.1874528628227
1112,1741.1796235217314
1158,2008.4911169183003
1487,2587.6735253060697
1802,4168.963010332934
970,1450.4834453091398
1037,1781.6339891140356
1172,2227.156208173215
811,1403.6806962374585
1781,3235.301905408285
1967,3679.532878007866
749,1171.4639461851766
982,2209.0004531203253
1489,2992.818710039043
1826,3743.1135834078987
929,1955.3498118880284
1007,1543.7695937176486
1249,2250.7579011998173
1161,2367.179124946107
819,1560.5086822497149
1235,2329.674004311397
1758,3961.1770869579664
1353,2093.976539072625
1361,2279.321924979004
660,975.0301103831388
753,1721.502491240776
1593,3216.029552388784
735,1755.1952158573622
1302,2823.023109391771
869,1826.1300637612248
824,1603.629706198571
1780,3685.997837006726
907,1902.7325101396798
1368,2786.331478161962
1232,2784.3040694053225
1251,2366.546393135841
1081,2014.4972982461247
1618,3224.915024789452
1166,1854.6684189533519
1086,2633.792954438656
1571,3854.4349870151063
1914,4057.9151745003383
1145,2458.43768022466
1077,2066.7863010134492
784,1242.9905467663355
1591,3117.1874267854796
1533,3026.9459547527595
906,1889.914403751933
953,1974.0756386830494
1500,2728.036723550378
776,1657.7252839229636
983,1834.9437391208096
1130,2643.8542139842566
1635,3415.1786425281566
1482,2531.7005559014515
1291,2923.5087122469813
1544,3663.702891208075
774,1754.8598941061168
1926,3599.6880100998524
1867,3817.5973128389855
1784,3224.8775219495187
1886,3725.545485860309
1580,2701.8008586125643
1178,2214.0188340062095
1272,2407.216432856043
1274,2252.7420818264
851,1461.659590286356
1049,2276.6249492017537
1866,4254.352853139807
1526,3196.4873633636594
977,1760.679765318609
1175,2060.63768435047
1160,2843.117155821563
1965,3767.624681376467
1156,2077.165000725993
1686,3387.7497907383536
1045,2064.706642178774
1834,3824.735496041267
1676,3774.230667832392
1319,2840.3314223929833
1890,3761.5480830677784
1661,2949.381453054908
1932,3816.605800801644
997,1693.9939037254771
873,1702.0870772967912
701,1105.4235380915907
1034,1817.7129445323312
1699,3091.8928845401533
1137,2353.2999434574945
1344,2493.6153181472887
1301,2847.0441889610784
1971,3761.061054829938
1221,2198.3526470731854
1298,2455.4084497670897
1800,4061.2627558759227
787,1304.3154711763161
686,981.8767737988719
1336,2573.0499897261407
1120,2348.2037764088736
1111,2314.509895986921
1146,1967.4071668797174
904,1861.5200279513824
1316,2461.452222354249
1978,4009.2461897921244
1842,3589.36253802075
1332,2670.006990617683
1678,3327.2700537657206
1753,2793.1783857966566
1014,2172.5786304193007
1051,2594.1452417835667
1127,3099.062036505159
1199,1943.7397958757476
1200,2588.5403180892768
1530,3431.4874573458383
1718,3264.87007267331
1292,2702.146590692102
975,2174.2075664996064
745,1744.3841048966262
1229,2727.317277384465
1658,3574.649783128654
1147,2173.5868164762937
1779,3340.470811612212
1344,2742.3120905694823
807,1591.4670811642645
926,1456.523468528342
1175,2391.175771444826
1154,1872.247002342311
1677,3243.8204330386047
918,1863.8395614186022
1268,1890.7896981361664
1400,2906.1396341701234
731,2056.0176378738597
1211,2546.367170871429
1034,2195.744881082689
1900,4086.4269963293427
1658,3019.793358926443
877,1820.6359602904326
1549,2978.2568808875176
1440,3150.6638872688495
1783,3860.448702245956
662,982.8670273675039
1243,2947.521879330812
1351,2541.1815253938053
1195,2701.9698640504266
1224,2714.281389187333
925,1524.8506077964287
1354,2414.49527852458
675,755.2750856519793
1430,3222.655421116844
1279,2211.7420466554627
1673,2852.636175816596
719,1883.8085061869228
1567,2912.8794620054705
1476,3390.5937113578148
1633,3544.30793688658
1118,2217.1702595303327
810,1990.41601541907
952,2183.712008489697
813,1679.9997172651451
1087,2284.720750657941
1359,2526.048687903195
994,1682.9905939057358
1759,3539.2941924532147
1262,2401.6262928710153
1475,2513.668170995424
942,1875.9943977470252
1619,3686.544883339312
917,1526.3351726769588
824,2094.9047081057493
822,1399.1576392059123
1291,2569.959800624435
1401,2938.351357463331
1165,2278.0835915751036
1663,3694.288847559139
1362,2981.3128038788104
1627,3056.152865616071
819,1576.8448046764513
1155,1968.8415721123183
953,1750.244406247124
1129,1834.115959790481
1586,3932.6467826034564
1546,2780.2361795620295
1742,3420.8849079699467
1799,3465.532895354538
1201,2496.2139791674535
1642,3314.8487921492215
1785,3990.7444040019072
1905,3914.9636672834886
655,1152.6505784310145
1584,3350.574815526795
895,2240.942020874786
1318,2313.7971371884532
1697,3726.927232230291
1830,4259.512864231521
816,1686.6814825390236
1489,2549.1102769925983
1768,3521.202116320968
1650,3187.37017033822
1265,2532.889206957445
1449,3069.576535894402
1427,2769.602142643713
1060,2056.89566105938
1741,3897.0652147701394
971,1257.4997258725134
1648,3683.905630009389
743,1673.1612914487325
668,1493.022785088377
1640,3397.0855136399496
1292,2632.78446072653
1890,3689.663001838596
727,1354.580195548471
1824,3609.359221756581
1005,1503.014154580972
1093,2372.4280054033443
691,1498.7546451698674
1610,2560.9919364204543
1662,3157.60487569938
728,1322.7580145375453
1647,3424.4674261453315
734,1322.4420742713892
1473,3225.7270935943093
1945,3553.961532521369
1092,2738.5088103005814
1311,2758.9634561613007
1646,3439.0117038206995
1495,3034.5153839934446
1162,2239.3583965119665
761,1762.6541911259346
1070,1988.4180024233165
1076,2511.720223210122
1071,1666.3118422968637
1875,3508.5688797614926
1972,4078.221634530788
1959,3706.030129589078
1062,2327.004787881592
722,1150.7736571647545
1394,3317.4561764442083
914,2119.866823347858
1084,2177.934541602565
1527,2811.981467875923
1401,2816.2683691477087
1897,3893.2578959062325
1873,3755.227183812991
1204,2367.223523157921
768,1625.886144619045
884,1970.9262968549428
989,2148.430758972345
1579,3556.977591560384
789,1966.151806469828
1170,2684.2792952946857
656,1549.6147361079645
1155,2545.5826293676346
1275,2111.6567632475694
1342,2395.7543157584496
1178,2127.933105712079
1090,2146.333269835626
903,2416.9214135056527
1674,3820.164557452809
1745,3185.8009645356683
983,1817.4762904869092
1970,3783.7006640471454
1695,3194.770046053688
718,1306.5002998623488
1183,2393.9801431233986
1275,2610.1085712080658
673,1488.6304459276487
1657,4196.826207726317
1103,1871.810323010762
1665,3722.048164984934
1289,2176.9515576555323
1036,2237.244428630461
1527,3203.252789466679
725,1317.3908654245774
1686,3609.0768177795053
1491,2628.517626637274
1685,3015.230891048154
1855,3900.313581232884
1356,2657.39341594106
1993,4144.0793195951
970,2163.462159152592
948,1525.928368181697
1990,3664.239871511284
1052,2376.2291349047596
1762,3217.9130098549786
897,1829.8213630662844
1326,2546.2476993513865
1182,1760.077176405361
1039,1681.1790853285727
1180,2862.1033969284376
1286,2359.1498861628743
1291,2503.3371422051505
904,2051.597421154969
1059,1984.8269283341583
1912,4028.111969099922
1836,3789.6679812213883
832,1819.2152426685104
1580,3066.780533255392
1338,2985.06630311974
1838,4102.3911704170905
1142,2118.3084772552643
1932,3684.768517346942
703,1940.619534759533
731,1736.9163418459557
830,1469.3369653610264
1641,3483.2917700881376
881,1532.6110717612628
1095,2282.9353557687205
914,1941.4302727068132
1058,1921.1662822669139
851,1545.337789400422
1705,3401.0603180597645
1268,2894.429191726189
686,1761.7848658496641
1737,3384.555562456623
719,1758.3787626995295
1279,2656.5496765619655
1746,2939.595767157119
764,1213.55404544356
1850,3807.010794118745
1748,3153.2170760722092
1028,2225.907664444588
1759,3876.393832035253
1889,3688.9502596584775
1332,2279.211477088265
1804,3880.821576934002
1150,2196.2315125113214
1303,2694.386968233049
1702,3597.940009469638
1028,2086.0198733718817
1732,3351.4320018131925
1163,2325.193436085159
920,1284.6307317103035
1581,2500.989168392535
1000,2059.0002083710992
1065,2275.792880135036
982,1978.5965397232742
1909,4272.843547202149
1184,2618.1852630878893
858,1200.4477611929442
1116,1797.2737370873735
1898,3430.739709157431
1549,2229.61524793323
932,1947.7883955850286
895,1349.625661638444
1570,3788.764751166854
1087,2329.103921132745
825,2124.716070974246
927,1872.4310733346151
1568,3234.4926744079553
1814,3831.7350857911188
1770,3844.814450364915
1757,3694.451980926605
1051,1886.3033995665571
1692,3121.1117394966022
1781,3320.252157765272
1337,3005.6458093798483
1426,2915.213379176317
958,2180.262441450781
669,1006.3906535876561
1106,2862.8735936513785
1349,2561.4313336468845
1338,2780.826439868437
1020,1571.4761220805094
1082,2074.9805757031804
1896,4021.5638081837924
871,1655.43481710058
1248,2662.2327818792687
1109,2189.0214446349055
1576,3114.6843073657797
871,1523.6372380799166
1607,3583.338975343169
1016,2401.0610018384023
1855,3364.2009738389447
1477,2971.008774547775
817,1771.999288033219
1771,3263.8814713449174
1427,2943.231342590607
1459,2727.888084892061
944,2405.376807448645
1555,2923.375387339171
1915,3803.899947318662
1482,2909.746285783217
1211,2764.446580467939
1256,2214.702204099616
1896,4049.5500217002536
1469,3371.6360354413214
1127,1848.9130355869822
1609,3207.5581347077714
873,1267.7785021107588
1412,3067.042389932731
657,1333.6270806630152
1872,3716.7730556141714
1733,3365.0417776344825
1987,3603.394795512101
921,2141.178842863168
1584,3302.495908327505
1225,2639.3082190248006
1465,2900.456992763607
1513,2729.3466665295446
